"src","trg","Label","explanation"
"""Penulisan kalimat sering kali tidak mengikuti EYD yang baik dan benar.""","""Penulisan kalimat sering kali tidak mengikuti EYD dengan baik dan benar.""","Sintaksis (konjungsi)","Penggunaan kata ""yang"" sebaiknya diganti dengan kata ""dengan"" sehingga kalimat menjadi lebih efektif."
"""Ketua = orang yang mengepalai atau memimpin (rapat, dewan, perkumpulan, dan sebagainya).""","""Ketua merupakan orang yang mengepalai atau memimpin (rapat, dewan, perkumpulan, dan sebagainya)""","Sintaksis (tanda baca)","Penggunaan tanda baca ""="" tidak sesuai dengan konteks, maka lebih baik diganti dengan kata ""merupakan""."
"""Berbagai slogan dan propaganda yang terlihat dipinggir jalan menjadi perhatian masyarakat.""","""Berbagai slogan dan propaganda yang terlihat di pinggir jalan menjadi perhatian masyarakat.""","Morfologi (penulisan kata)","Kesalahan terdapat pada kata ""di"" yang harus dipisah dari kata ""pinggir"" karena merupakan kata depan."
"""Spanduk dapat mempengaruhi citra produk suatu perusahaan, lembaga maupun sebuah instansi.""","""Spanduk dapat memengaruhi citra produk suatu perusahaan, lembaga, maupun sebuah instansi.""","Morfologi (penulisan kata)","Kata ""mempengaruhi"" salah penulisan. Bentuk baku yang benar adalah ""memengaruhi""."
"""habis makan kami duduk² sebentar seterusnya habis duduk kami pulang""","""Habis makan kami duduk-duduk sebentar, lalu pulang.""","Morfologi (reduplikasi)","Kesalahan pada penulisan kata ulang yang ditulis menggunakan simbol (²). Penulisan yang benar menggunakan tanda hubung dan sesuai dengan kaidah bahasa."
"""saya sesampai disana saya melihat orang yang sangat ramai mandi-mandi disana""","""Sesampai di sana, saya melihat orang yang sangat ramai mandi di sana.""","Semantik (pleonasme)","Pengulangan kata ""saya"" dengan kuantitas yang sering membuat kalimat tidak efektif."
"""pada hari Minggu sy pergi ke wisata""","""Pada hari Minggu saya pergi ke tempat wisata.""","Morfologi (penulisan kata)","Singkatan ""sy"" tidak baku dan harus ditulis lengkap menjadi ""saya"" agar sesuai dengan kaidah bahasa formal."
"""setelah itu saya masak nasi di Rice Cooker""","""Setelah itu saya memasak nasi di rice cooker.""","Morfologi (afiksasi)","Kata ""masak"" harus diberi prefiks ""me-"" menjadi ""memasak"" untuk menunjukkan kata kerja aktif. Selain itu, istilah asing ""Rice Cooker"" sebaiknya tidak kapital seluruhnya."
"""Ditilang polisi karena tancap-tancap kali lah dia""","""Ditilang polisi karena sangat kencang sekali dia.""","Morfologi (diksi)","Kata ""tancap-tancap"" tidak sesuai dalam bahasa formal. Kata yang lebih tepat adalah ""kencang-kencang"" untuk menggambarkan kecepatan."
"""Setiap pagi saya membersihkan tempat tidur lalu saya mandi""","""Setiap pagi, saya membersihkan tempat tidur lalu mandi.""","Sintaksis (tanda baca)","Kalimat ini memerlukan tanda koma untuk memisahkan klausa-klausa yang muncul sebelum klausa utama agar lebih mudah dipahami."
"""Jam 18.00 saya belajar lalu habis belajar saya bermain keyboard.""","""Pukul 18.00 saya belajar, setelah itu saya bermain keyboard.""","Morfologi (diksi), Sintaksis (kalimat)","Kata ""Jam"" seharusnya diganti dengan ""Pukul"" untuk menyatakan waktu secara formal. Selain itu, kalimat perlu dipisah untuk memperjelas makna."
"""Lalu saya sarapan pagi bersama keluarga.""","""Lalu saya sarapan bersama keluarga.""","Semantik (Pleonasme)","Frasa ""sarapan pagi"" mengandung gejala pleonasme karena ""sarapan"" sudah secara implisit menunjukkan aktivitas di pagi hari."
"""Bunga-bunga yang ada di depan rumah saya.""","""Bunga-bunga yang berada di depan rumah saya.""","Morfologi (afiksasi)","Kata ""ada"" seharusnya menggunakan prefiks ""ber-"" menjadi ""berada"" untuk menunjukkan lokasi secara formal."
"""Ramuan Herbal Therapy Bekam""","""Ramuan Herbal Terapi Bekam""","Semantik (pengaruh bahasa asing)","Kata ""therapy"" adalah istilah asing yang harus diganti dengan padanan bahasa Indonesia, yaitu ""terapi."""
"""Saatnya main halus""","""Saatnya kita main halus""","Sintaksis (kongruensi)","Kalimat ini tidak memiliki subjek, sehingga menimbulkan ambiguitas. Penambahan subjek ""kita"" diperlukan agar kalimat lebih jelas."
"""Belanja pasti dapat cashback""","""Belanja pasti dapat pengembalian uang""","Semantik (pengaruh bahasa asing)","Istilah ""cashback"" merupakan kata asing yang sebaiknya diganti dengan ""pengembalian uang"" untuk memudahkan pemahaman."
"""Ada kontrakan kosong hubungi""","""Tersedia kontrakan kosong""","Sintaksis (ambiguitas)","Kalimat ini menimbulkan multitafsir. Kata ""ada"" sebaiknya diganti dengan ""tersedia"" untuk menghindari ambiguitas."
"""Menjual berbagai macam sayuran""","""Menjual berbagai sayuran""","Semantik (pleonasme)","Penggunaan kata ""berbagai macam"" menimbulkan penjamakan yang berlebihan. Cukup menggunakan salah satu kata, yaitu ""berbagai"" atau ""macam."""
"""Kesalahan orang itu yaitu ialah mencuri.""","""Kesalahan orang itu ialah mencuri.""","Semantik (pleonasme)","Penggunaan kata ""yaitu"" dan ""ialah"" dalam satu kalimat menyebabkan redundansi karena kedua kata tersebut memiliki makna yang sama."
"""Baiklah para hadirin sekalian, kita sambut penyanyi kesayangan kita...""","""Baiklah hadirin yang berbahagia, kita sambut penyanyi kesayangan kita...""","Semantik (pleonasme)","Kata ""para"" sudah menunjukkan jamak, sehingga penggunaan tambahan ""sekalian"" menjadi berlebihan."
"""Di Jakarta akan mengadakan pameran pembangunan selama bulan Agustus tahun ini.""","""Di Jakarta akan diadakan pameran pembangunan selama bulan Agustus tahun ini.""","Sintaksis (kalimat aktif/pasif)","Kalimat pasif membutuhkan subjek eksplisit yang jelas untuk melengkapi struktur kalimat."
"""Ini hari kita akan menyaksikan berbagai atraksi.""","""Hari ini kita akan menyaksikan berbagai atraksi.""","Sintaksis (frasa)","Urutan kata dalam frasa ""ini hari"" tidak sesuai kaidah tata bahasa baku."
"""Seminar itu akan diselenggarakan di Anjani Kembar Hotel.""","""Seminar itu akan diselenggarakan di Hotel Anjani Kembar.""","Sintaksis (frasa)","Urutan kata ""Anjani Kembar Hotel"" tidak sesuai dengan tata bahasa Indonesia. Kata ""Hotel"" seharusnya diletakkan di depan."
"""Di luar kota Jakarta terdapat banyak wisata-wisata alam.""","""Di luar kota Jakarta terdapat banyak wisata alam.""","Semantik (pleonasme)","Penggunaan kata ""wisata-wisata"" yang merupakan bentuk jamak berlebihan, cukup menggunakan kata ""wisata""."
"""Saya berangkat dari pukul 7 pagi.""","""Saya berangkat pukul 7 pagi.""","Semantik (pleonasme)","Kata ""dari"" pada frasa ""dari pukul"" tidak diperlukan dalam konteks ini karena menyebabkan redundansi dalam struktur kalimat."
"""Laki-laki tegap itu bersenjatakan pistol laras panjang.""","""Laki-laki tegap itu membawa pistol laras panjang.""","Semantik (diksi)","Penggunaan kata ""bersenjatakan"" kurang lazim dalam konteks sehari-hari dan dapat diganti dengan ""membawa"" untuk lebih sesuai."
"""Para bapak-bapak dan ibu-ibu sekalian harap memperhatikan.""","""Para bapak dan ibu sekalian harap memperhatikan.""","Semantik (pleonasme)","Kata ""bapak-bapak"" dan ""ibu-ibu"" sudah menunjukkan jamak, sehingga penggunaan ""para"" menjadi tidak diperlukan."
"""Cetak surat pembayaran wisuda dari portal akademik (syah tanpa tandatangan dan stempel BAA UAD).""","""Cetak surat pembayaran wisuda dari portal akademik (sah tanpa tandatangan dan stempel BAA UAD).""","Semantik (diksi)","Kata ""syah"" bermakna ""raja"" dalam bahasa Indonesia, sedangkan yang dimaksud adalah ""sah"" yang berarti sesuai hukum. Kesalahan ini disebabkan oleh persamaan pelafalan kedua kata tersebut."
"""Pastikan kamu siap untuk KRS sesuai jadwal yang telah ditentukan (cek post sebelumnya). Mendahului jam yang telah ditentukan tidak akan bisa, gaperlu repot-repot, mending kamu main kelereng dulu wkwk. O ya, mimin insyaAllah besok bakal mulai ON jam 7an.""","""Pastikan kamu siap untuk mengisi KRS sesuai jadwal yang telah ditentukan (cek post sebelumnya). Kamu tidak bisa mengisi sebelum jam yang telah ditentukan, maka tidak perlu tergesa-gesa, lebih baik kamu bermain kelereng terlebih dahulu. Insyaallah, Mimin akan mulai online jam 7 esok hari.""","Sintaksis (kalimat)","Kalimat tidak padu karena menggabungkan bahasa baku dan tidak baku, serta urutan kata yang tidak sesuai membuat kalimat tidak efektif."
"""Dimana bisa bayar uang kuliah? Kamu bisa bayar uang kuliah di teler pada: ...""","""Di mana bisa membayar uang kuliah? Kamu bisa membayar uang kuliah di teller pada: ...""","Moroflogi (penulisan kata), Semantik (pengaruh bahasa asing)","Kata ""teler"" dalam bahasa Indonesia berarti keadaan tidak sadar atau lemas, sedangkan yang dimaksud adalah ""teller"" (pegawai bank). Kesalahan ini disebabkan oleh pengaruh pelafalan yang mirip."
"""Partisipasi para alumni dalam pengisian kuesioner SITTra ini akan sangat berguna bagi kemajuan UAD dan usaha kita dalam mempertahankan Akreditasi kita.""","""Partisipasi alumni dalam pengisian kuesioner SITTra ini akan sangat berguna bagi kemajuan UAD dan usaha kita dalam mempertahankan Akreditasi kita.""","Semantik (pleonasme)","Penggunaan kata ""para"" tidak diperlukan karena kata ""alumni"" sudah menunjukkan bentuk jamak. Ini adalah contoh pleonasme, yaitu penggunaan kata berlebihan yang tidak efektif."
"""Tiba-tiba saya menemui sebuah topi di lantai.""","""Tiba-tiba saya menemukan sebuah topi di lantai.""","Morfologi (afiksasi)","Penggunaan sufiks -i pada kata ""menemui"" dalam konteks tersebut tidak efektif. Maka dapat diubah dengan menggunakan sufiks -kan sehingga kata tersebut menjadi ""menemukan"" yang membuat kalimat lebih efektif."
"""Susah sekali untuk menemui binatang untuk makan ke mana pun aku pergi.""","""Ke mana pun aku pergi, susah sekali menemukan binatang untuk dimakan.""","Sintaksis (kalimat), Semantik (ambiguitas)","Penggunaan diksi yang ambigu serta penataan kalimat yang tidak padu membuat kalimat menjadi tidak efektif."
"""Ini burungnya, mas"", Toti, penjual burung memberi saya kepada pria yang di depan saya.""","""Ini burungnya, Mas."" Toti si penjual burung memberikan seekor burung kepada pria di depan saya.""","Sintaksis (kalimat), Semantik (ambiguitas)","Penggunaan diksi yang ambigu serta penataan kalimat yang tidak padu membuat kalimat menjadi tidak efektif."
"""Toti! Apakah kamu sudah selesai membersih ruang keluarga?""","""Toti! Apakah kamu sudah selesai membersihkan ruang keluarga?""","Morfologi (afiksasi)","Penggunaan afiks mem- pada kata dasar ""bersih"" dalam konteks tersebut tidak efektif. Maka dapat ditambahkan dengan sufiks -kan sehingga kata tersebut menjadi ""membersihkan"" yang membuat kalimat lebih efektif."
"""Saat pria terus berjalan, saya menyadari bahwa ada banyak hal yang tidak pernah saya melihatinya sepanjang hidupku.""","""Saat pria terus berjalan, saya menyadari bahwa ada banyak hal yang tidak pernah terlihat sepanjang hidupku.""","Morfologi (afiksasi)","Kata ""melihatinya"" kurang tepat karena mengandung imbuhan berlebih. Sebagai gantinya, kata dasar ""terlihat"" lebih sesuai dalam konteks kalimat pasif persona ini."
"""Apa seharusnya yang dilakukan oleh saya?""","""Apa yang seharusnya saya lakukan?""","Sintaksis (kalimat)","Urutan kata dalam kalimat tidak sesuai kaidah bahasa Indonesia. Kalimat tanya harus mengikuti pola yang lebih ringkas dan efektif."
"""Selain itu, saya mendapat memperkenal wanita yang sangat manis.""","""Selain itu, saya mendapat kenalan wanita yang sangat manis.""","Morfologi (afiksasi)","Penggunaan afiks memper- pada kata dasar ""kenal"" dalam konteks tersebut tidak efektif. Maka dapat diubah dengan menggunakan sufiks -an sehingga kata tersebut menjadi ""kenalan"" yang membuat kalimat lebih efektif."
"""Bintang!"" meneriak adikku.","""Bintang!"" teriak adikku.","Morfologi (afiksasi)","Penggunaan afiksasi pada kata ""teriak"" yang kurang tepat tersebut membuat kalimat tidak efektif. Maka, cukup menggunakan kata dasar saja."
"""Dimulai dimulai dari perkampungan menempuh jarak sekitar dua kilometer menuju Balai Desa Trangsan.""","""Dimulai dari perkampungan menempuh jarak sekitar dua kilometer menuju Balai Desa Trangsan.""","Semantik (pleonasme)","Pengulangan kata ""dimulai"" tidak diperlukan dan menyebabkan kalimat menjadi tidak efektif."
"""Selain itu, pekerja dia juga menuntut untuk penghapusan sistem kontrak terhadap buruh...""","""Selain itu, pekerja juga menuntut penghapusan sistem kontrak terhadap buruh...""","Semantik (pleonasme)","Penggunaan subjek ""pekerja"" dan ""dia"" dalam satu kalimat menyebabkan redundansi dan ketidakjelasan."
"""Nur Rahma diduga melanggar undang-undang pasal 521 yang berbunyi setiap pelaksana, peserta dan atau tim...""","""Nur Rahma diduga melanggar undang-undang pasal 521 yang berbunyi 'Setiap pelaksana, peserta dan/atau tim...""","Sintaksis (tanda baca)","Penggunaan tanda petik satu (') dalam konteks tersbeut sebagai isi dari pasal yang disebutkan, serta penggunaan garis miring (/) diantara kata ""dan"" dan ""atau""."
"""Dilanjutkan Heru, razia ini sendiri disamping untuk menjaga kondusifitas wilayah dalam menghadapi Ramadhan 1440 H.""","""Dilanjutkan Heru, razia ini untuk menjaga kondusifitas wilayah dalam menghadapi Ramadhan 1440 H.""","Semantik (pleonasme)","Penggunaan kata ""sendiri disamping"" membuat kalimat tidak efektif."
"""Memperingati HUT Kopassus ke 67, Grup 2 Kopassus Kartasura Jawa Tengah menggelar Komando Enduro Trail.""","""Memperingati HUT ke-67 Kopassus, grup 2 Kopassus Kartasura Jawa Tengah menggelar Komando Enduro Trail.""","Sintaksis (tanda baca)","Penulisan ""ke 67"" harus diberi tanda hubung menjadi ""ke-67."""
"""Ada dua kelas yang digelar dalam event ini yakni kelas privat start Sabtu pemberhentian di Tawangmangu...""","""Ada dua kelas yang digelar dalam event ini, yakni kelas privat yang dimulai hari Sabtu dengan pemberhentian di Tawangmangu...""","Fonologi (penggunaan huruf), Semantik (ambiguitas)","Kata ""event"" adalah istilah asing yang seharusnya ditulis dengan huruf miring. Penggunaan kata tanpa keterangan yang jelas membuat kalimat menjadi ambigu."
"""Diungkapkan Kombes Tri, untuk kemungkinan kondisi kedepan, pihaknya belum bisa memprediksi.""","""Diungkap oleh Kombes Tri bahwa untuk kemungkinan kondisi ke depan, pihaknya belum bisa memprediksi.""","Morfologi (penulisan kata)","Kata ""kedepan"" seharusnya dipisah menjadi ""ke depan"" karena menunjukkan keterangan tempat."
"""Beberapa perira yang mengalami pergeseran antar lain, Wakapolres Sukoharjo sebelumnya dijabat Kompol Ifan...""","""Beberapa perwira yang mengalami pergeseran antara lain; Wakapolres Sukoharjo yang sebelumnya dijabat Kompol Ifan...""","Fonologi (penghilangan fonem)","Kata ""perira"" seharusnya ""perwira."" Kesalahan ini disebabkan oleh peleburan fonem /w/ dalam penulisan kata."
"""Hal itu membuat saya harus kuliah di 2 jurusan yang berbeda.""","""Hal itu membuat saya harus kuliah di dua jurusan yang berbeda.""","Morfologi (penulisan kata)","Angka ""2"" tidak boleh digunakan untuk menyebutkan bilangan dalam teks, melainkan harus ditulis dalam bentuk huruf sesuai kaidah bahasa Indonesia."
"""Pasca banjir, kondisi desa semakin buruk.""","""Pascabanjir, kondisi desa semakin buruk.""","Morfologi (penulisan kata)","Kata ""pasca"" sebagai bentuk terikat seharusnya dirangkai dengan kata yang mengikutinya sesuai dengan kaidah kebahasaan."
"""Namun ternyata, orang tua saya yang berlatar belakang pendidikan Farmasi dan FISIP, berkeras meminta saya...""","""Namun ternyata, orang tua saya yang berlatarbelakang pendidikan farmasi dan FISIP bersikeras meminta saya...""","Morfologi (penulisan kata), Fonologi (penggunaan huruf), Semantik (diksi)","Penulisan kata ""berlatar belakang"" yang seharusnya tanda spasi. Kata ""farmasi"" yang menggunakan kapital. Serta penggunaan kata ""berkeras"" diubah menjadi ""bersikeras""."
"""Rejeki kita tak akan tertukar.""","""Rezeki kita tak akan tertukar.""","Fonologi (perubahan fonem)","Perubahan fonem /z/ menjadi /j/ pada kata ""rezeki"" tidak sesuai dengan pedoman KBBI."
"""Saya pun meredefinisi mimpi saya.""","""Saya pun redefinisi mimpi saya.""","Morfologi (afiksasi)","Penggunaan afiks ""me-"" pada kata ""redefinisi"" tidak sesuai karena kata tersebut sudah merupakan kata kerja."
"""Dan saat itulah, sebuah kesempatan datang.""","""Saat itulah, sebuah kesempatan datang.""","Sintaksis (konjungsi)","Konjungsi ""dan"" tidak boleh digunakan di awal kalimat dalam konteks ini karena tidak sesuai dengan kaidah bahasa Indonesia formal."
"""Aku harus mengubur mimpiku sambil mungutin mimpi lamaku buat ditanam lagi,"" Ucap Rama penuh yakin.","""Aku harus mengubur mimpiku sambil memunguti mimpi lamaku untuk ditanam kembali,"" ucap Rama penuh yakin.","Morfologi (penulisan kata)","Penggunaan kata ""munguti"" tidak sesuai dengan kaidah. Penggunaan kata ""buat"" dan ""lagi"" dalam konteks tersebut terkesan tidak baku sehingga kalimat tidak efektif."
"""Akan tetapi, aku berusaha legowo. Menerima takdir yang sudah ditetapkan.""","""Akan tetapi, aku berusaha legowo dan menerima takdir yang sudah ditetapkan.""","Morfologi (penulisan kata), Sintaksis (kalimat)","Penggunaan kata ""legowo"" harus ditulis menggunakan huruf miring. Kalimat kedua tidak memiliki subjek, sehingga menjadi tidak lengkap. Kedua kalimat seharusnya digabung untuk menghasilkan struktur kalimat yang lengkap."
"""Kegagalan tersebut merupakan kali kedua setelah pada 2017, Kota Bengawan mengusulkan diri sebagai kota desain.""","""Kegagalan tersebut merupakan kali kedua setelah tahun 2017. Kota Bengawan mengusulkan diri sebagai kota desain.""","Semantik (diksi)","Penggunaan kata ""pada"" tidak cukup untuk menunjukkan waktu spesifik. Kata ""tahun"" perlu ditambahkan untuk kejelasan makna."
"""Kendati telah merubah narasi sebagai city of craft and folk art...""","""Kendati telah mengubah narasi sebagai city of craft and folk art...""","Morfologi (afiksasi)","Kata ""merubah"" tidak baku karena prefiks ""me-"" bertemu dengan kata dasar ""ubah"" yang harus berubah menjadi ""mengubah"" sesuai kaidah PUEBI."
"""Francisco Amarai, mengaku tak mengetahui alasan kegagalan tersebut.""","""Francisco Amarai, mengaku tidak mengetahui alasan kegagalan tersebut.""","Semantik (diksi)","Kata ""tak"" merupakan bentuk cakapan dan sebaiknya diganti dengan kata baku ""tidak"" untuk konteks berita formal."
"""Surat bertanggal Rabu [30/10/2019] itu hanya mengapresiasi keikutsertaan kami membangun kota kreatif.""","""Surat bertanggal Rabu (30/10/2019) itu hanya mengapresiasi keikutsertaan kami membangun kota kreatif.""","Sintaksis (tanda baca)","Penggunaan kurung siku tidak sesuai konteks. Sebaiknya digunakan kurung biasa untuk mengapit keterangan tambahan sesuai EYD."
"""Harga Cabe Jaga Jateng Inflasi di Bawah 3%""","""Harga Cabai Jaga Jateng Inflasi di Bawah 3%""","Fonologi (perubahan fonem)","Perubahan fonem /ai/ menjadi /e/ pada kata ""cabai"" tidak sesuai dengan kata baku dalam pedoman KBBI."
"""Kami sudah menginisiasi sejak 2014, meski dokumen resmi yang tercatat dan dibalas UNESCO adalah yang 2017 dan 2019.""","""Kami sudah menginisiasi sejak tahun 2014, meski dokumen resmi yang tercatat dan dibalas UNESCO adalah dokumen tahun 2017 dan 2019.""","Semantik (pleonasme)","Kalimat ini kurang logis dan kejelasan antara objek dan keterangan waktu. Selain itu, kata ""yang"" digunakan berlebihan sehingga menyebabkan kalimat menjadi tidak efektif."
"""...jumlah kota-kota yang menjadi anggota UCCN mencapai 246.""","""...jumlah kota yang menjadi anggota UCCN mencapai 246.""","Semantik (pleonasme)","Penggunaan kata ""kota-kota"" tidak diperlukan karena kata ""jumlah"" sudah menunjukkan bentuk jamak."
"""Tiket atau kuota tempat duduk penumpang untuk keberangkatan jelang Hari Raya Natal dan Tahun Baru 2020 menggunakan moda transportasi...""","""Tiket atau kuota tempat duduk penumpang untuk keberangkatan jelang Hari Raya Natal dan Tahun Baru 2020 menggunakan transportasi...""","Semantik (pleonasme)","Kata ""moda"" dan ""transportasi"" adalah sinonim. Penggunaan kedua kata tersebut dalam satu kalimat menyebabkan redundansi."
"""Namun demikian, jika menilik tahun lalu operasional KA tambahan...""","""Namun, jika menilik tahun lalu operasional KA tambahan...""","Semantik (pleonasme)","Kata ""demikian"" merupakan pronomina yang mubazir dalam konteks ini, sehingga cukup menggunakan ""namun"" sebagai kata penghubung."
"""Hubungi tampa perantara.""","""Hubungi tanpa perantara.""","Fonologi (perubahan fonem)","Kesalahan terjadi pada fonem [m] dalam kata ""tampa,"" yang seharusnya [n] menjadi ""tanpa"" sesuai kaidah bahasa Indonesia."
"""Di jual Berbagai Jenis Perabot Rumah Tangga.""","""Dijual Berbagai Jenis Perabot Rumah Tangga.""","Morfologi (penulisan kata)","Kata depan ""di"" salah digunakan sebagai imbuhan. Kata yang berfungsi sebagai imbuhan harus ditulis serangkai dengan kata kerjanya."
"""Disini jual bungaanggrek Berastagi.""","""Di sini menjual bunga anggrek berastagi.""","Morfologi (penulisan kata)","Kesalahan terjadi pada penulisan preposisi ""di"" yang tidak dipisahkan dari kata tempat. Selain itu, struktur kalimat tidak efektif tanpa tambahan kata kerja ""dijual."""
"""Dirgahayu RI ke – 75 dan kota Rantauprapat ke-74.""","""Dirgahayu ke-75 Republik Indonesia dan ke-74 Kota Rantauprapat.""","Semantik (ambiguitas)","Kalimat ini mengandung ambiguitas karena posisi keterangan yang tidak jelas. Perbaikan dilakukan dengan menyusun ulang struktur kalimat untuk menghindari makna ganda."
"""Agar supaya kita cepat selesai, mari mulai acaranya.""","""Agar kita cepat selesai, mari mulai acaranya.""","Semantik (pleonasme)","Penggunaan kata ""agar"" dan ""supaya"" secara bersamaan berlebihan karena keduanya memiliki makna yang sama."
"""Para hadirin yang berbahagia.""","""Hadirin yang berbahagia.""","Semantik (pleonasme)","Kata ""para"" tidak diperlukan karena ""hadirin"" sudah menunjukkan bentuk jamak."
"""Semua buku-buku ini akan dibawa.""","""Semua buku ini akan dibawa.""","Semantik (pleonasme)","Penggunaan kata ""semua"" dan bentuk jamak ""buku-buku"" menyebabkan redundansi. Cukup menggunakan salah satu untuk menyatakan jumlah."
"""Waktu dan tempat saya persilahkan.""","""Bapak/Ibu/Saudara saya persilakan.""","Sintaksis (Subjek)","Kalimat ini tidak memiliki subjek yang jelas. Frasa ""waktu dan tempat"" tidak dapat menjadi subjek, sehingga subjek harus ditambahkan untuk memperbaiki struktur kalimat."
"""Rebo seharusnya rabu.""","""Rabu.""","Fonologi (Perubahan Fonem)","Penulisan kata ""Rebo"" salah karena terpengaruh bahasa daerah. Kata yang benar adalah ""Rabu"" sesuai dengan ejaan bahasa Indonesia. Dalam EYD penulisan bahasa asing atau bahasa daerah ditulis dengan huruf miring. "
"""Mengobah pola pikir masyarakat.""","""Mengubah pola pikir masyarakat.""","Morfologi (Afiksasi), Fonologi (Perubahan Fonem)","Kesalahan pada huruf ""o"" dalam kata ""mengobah."" Kata yang benar adalah ""mengubah"" sesuai bentuk baku bahasa Indonesia. Kata ""mengubah"" berasal dari kata dasar ""ubah"" yang diberi imbuhan ""meng-"""
"""Besuk akan diadakan rapat dosen.""","""Besok akan diadakan rapat dosen.""","Fonologi (Perubahan Fonem), Semantik (Kontradiksi)","Kata ""besuk"" salah karena merujuk pada kunjungan kepada orang sakit. Kata yang benar adalah ""besok"" untuk menunjukkan waktu. Kata ""besuk"" salah karena penggunaan fonem /u/ menggantikan /o/. Kata yang benar sesuai ejaan baku bahasa Indonesia adalah ""besok."" "
"""Pebruari 2021 akan ada kegiatan seminar.""","""Februari 2021 akan ada kegiatan seminar.""","Fonologi (Perubahan Fonem)","Kesalahan perubahan fonem /p/ menjadi /f/. kesalahan ini dapat terjadi karena pengaruh bahasa pertama (bahasa daerah atau bahasa ibu).  Kata ""Februari"" adalah bentuk baku sesuai dengan yang terdapat dalam Kamus Besar Bahasa Indonesia (KBBI)."
"""Kirimkan berkas ini kepada panitia.""","""Mengirimkan berkas ini kepada panitia.""","Morfologi (Afiksasi)","Prefiks ""meng-"" dihilangkan, sehingga kata kerja tidak sesuai dengan kaidah tata bahasa baku. Kata yang benar adalah ""mengirimkan."""
"""Sampaikan pesan ini kepada mahasiswa.""","""Menyampaikan pesan ini kepada mahasiswa.""","Morfologi (Afiksasi)","Prefiks ""meny-"" dihilangkan, sehingga kata kerja tidak sesuai dengan kaidah bahasa Indonesia."
"""Dalam rangka cuti bersama pada tanggal 30 dan 31 Oktober 2020, maka dengan ini diberitahukan bahwa kegiatan administrasi diliburkan.""","""Dalam rangka cuti bersama pada tanggal 30 dan 31 Oktober 2020, diberitahukan bahwa kegiatan administrasi diliburkan.""","Sintaksis (Pleonasme)","Frasa ""dengan ini"" berlebihan dan membuat kalimat tidak efektif. Penghapusannya menghasilkan kalimat yang lebih ringkas dan jelas."
"""Atas perhatian dan kerjasamanya disampaikan terima kasih.""","""Atas perhatian dan kerja samanya kami ucapkan terima kasih.""","Semantik (Kontradiksi)","Kata ""disampaikan"" tidak sesuai konteks, karena ""terima kasih"" lebih tepat menggunakan kata ""ucapkan."""
"""Dengan adanya pertimbangan teknis maka mahasiswa yang berada di lokasi KKN diijinkan tidak mengikuti kegiatan.""","""Dengan adanya pertimbangan teknis, mahasiswa yang berada di lokasi KKN diizinkan untuk tidak mengikuti kegiatan.""","Morfologi (Pembentukan Kata), Sintaksis (Struktur Kalimat)","Kata ""diijinkan"" salah karena tidak baku. Kata yang benar adalah ""diizinkan."" Selain itu, kalimat membutuhkan tanda koma setelah keterangan awal untuk memperbaiki struktur sintaksis."
"""Applied Approach adalah metode baru yang akan digunakan.""","""Applied Approach adalah metode baru yang akan digunakan.""","Fonologi (Penggunaan Huruf)","Istilah asing ""Applied Approach"" seharusnya ditulis dengan huruf miring sesuai kaidah penulisan istilah asing dalam bahasa Indonesia."
"""Besuk akan diadakan rapat direksi Pertamina.""","""Besok akan diadakan rapat direksi Pertamina.""","Fonologi (Perubahan Fonem), Semantik (Kontradiksi)","Kata ""besuk"" salah karena merujuk pada kunjungan kepada orang sakit. Kata yang benar adalah ""besok"" untuk menunjukkan waktu. Kata ""besuk"" salah karena penggunaan fonem /u/ menggantikan /o/. Kata yang benar sesuai ejaan baku bahasa Indonesia adalah ""besok."" "
"""Pebruari menjadi bulan penting bagi evaluasi kinerja Pertamina.""","""Februari menjadi bulan penting bagi evaluasi kinerja Pertamina.""","Fonologi (Perubahan Fonem)","Kesalahan perubahan fonem /p/ menjadi /f/. kesalahan ini dapat terjadi karena pengaruh bahasa pertama (bahasa daerah atau bahasa ibu).  Kata ""Februari"" adalah bentuk baku sesuai dengan yang terdapat dalam Kamus Besar Bahasa Indonesia (KBBI)."
"""Hasil audit tersebut tidak bisa dilepaskan dari rumor politik yang berkembang.""","""Hasil audit tersebut tidak dapat dilepaskan dari rumor politik yang berkembang.""","Sintaksis (Frasa)","Frasa ""tidak bisa"" lebih tepat diganti dengan ""tidak dapat"" dalam konteks formal untuk menjaga keformalan bahasa jurnalistik."
"""Karena itu, jangan salahkan bila masyarakat hanya bisa suuddzon terhadap pemerintah.""","""Karena itu, jangan salahkan bila masyarakat hanya bisa berprasangka buruk terhadap pemerintah.""","Semantik (Diksi)","Kata ""suuddzon"" adalah istilah dari bahasa Arab yang tidak diserap dalam bentuk baku bahasa Indonesia. Sebaiknya diganti dengan padanan yang mudah dipahami seperti ""berprasangka buruk."" "
"""Kelangkaan gas elpiji menjadi hajat hidup masyarakat.""","""Kelangkaan gas elpiji menjadi kebutuhan hidup masyarakat.""","Semantik (Diksi)","Kata ""hajat"" kurang tepat dalam konteks ini karena bermakna keinginan atau kebutuhan personal, sedangkan ""kebutuhan hidup"" lebih sesuai untuk konteks formal jurnalistik."
